R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4,Y
0,0,0,1.959041392,0,3.134810742,0,0,0,0,0,0,N
0,0,0,0,0,0,1.977723605,0,2.969554195,0,0,0,N
2.11058971,0,3.379124146,0,0,0,2.025305865,0,3.699679276,2.193124598,0.477121255,3.814584337,N
0,0,0,0,0,0,2.217483944,0,3.118691333,0,0,0,N
0,0,0,0,0,0,1.544068044,0,3.626694535,0,0,0,N
1.819543936,0.477121255,3.806654497,0,0,0,0,0,0,0,0,0,N
1.579783597,0.602059991,3.972164905,0,0,0,0,0,0,1.748188027,0,3.408333676,N
0,0,0,1.897627091,0,3.29666519,0,0,0,1.892094603,0,3.29666519,N
0,0,0,1.84509804,0,3.407626509,0,0,0,0,0,0,N
2.017033339,0,3.13008747,0,0,0,0,0,0,1.84509804,0,3.408333676,N
0,0,0,0,0,0,0,0,0,2.222716471,0,3.137300608,N
2.198657087,0,2.714808585,0,0,0,0,0,0,0,0,0,N
1.716003344,0,2.662948622,0,0,0,0.77815125,0.301029996,3.962175208,0,0,0,N
1.079181246,0.301029996,3.178180812,0,0,0,1.176091259,0.301029996,3.602458717,0,0,0,N
1.819543936,0,2.662948622,2.187520721,0,3.779719583,1.146128036,0.301029996,3.878411031,0,0,0,N
1.602059991,0,3.354951275,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.176091259,0,3.017196484,0,0,0,N
1.954242509,0,3.710217388,0,0,0,0,0,0,2.075546961,0.301029996,3.687858122,N
1.531478917,0.477121255,3.635527186,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.158362492,0,2.969554195,0,0,0,N
0,0,0,0,0,0,2.214843848,0,3.315926935,0,0,0,N
1.84509804,0.477121255,3.723748289,0,0,0,0,0,0,1.740362689,0,3.064697031,N
1.959041392,0,3.355710667,0,0,0,0,0,0,0,0,0,N
1.380211242,0.698970004,4.155082213,2.227886705,0.301029996,3.680378521,2.149219113,0,3.329103785,2.130333768,0,3.400304733,N
1.959041392,0,3.355710667,0.954242509,0,3.395970697,0,0,0,1.84509804,0,3.39707055,N
2.071882007,0.602059991,3.522310344,0,0,0,1.62324929,0.477121255,3.579321189,0,0,0,N
0,0,0,0,0,0,0,0,0,1.812913357,0,3.132866542,N
0,0,0,0,0,0,0,0,0,2.257678575,0,3.39624166,N
0,0,0,0,0,0,2.033423755,0.301029996,3.706484429,0,0,0,N
0,0,0,1.681241237,0,3.679763559,0,0,0,1.770852012,0.301029996,4.038554501,N
0,0,0,0,0,0,2.181843588,0.301029996,3.27151557,0,0,0,N
0,0,0,0,0,0,1.531478917,0,3.414484116,0,0,0,N
0,0,0,0,0,0,2.136720567,0,3.44667545,2.250420002,0,3.40930816,N
0,0,0,1.431363764,0,3.686636269,0,0,0,0.77815125,0.698970004,3.782999337,N
0,0,0,0,0,0,2.068185862,0,3.115372737,0,0,0,N
0,0,0,0.301029996,0.477121255,3.651540005,2.161368002,0,3.408460537,2.127104798,0,3.39624166,N
0,0,0,0,0,0,0,0,0,1.819543936,0,3.408333676,N
0,0,0,1.763427994,0,3.679763559,0.698970004,0.301029996,3.693484943,1.230448921,0,3.680335513,N
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0,N
1.897627091,0,3.390383061,0,0,0,0,0,0,0,0,0,N
1.301029996,0.477121255,3.718512533,2.238046103,0,3.139879086,0,0,0,2.222716471,0,3.372919897,N
0,0,0,0,0,3.377848791,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.113943352,0.301029996,3.987256884,N
0,0,0,0,0,0,2.075546961,0,3.138173761,0,0,0,N
0,0,0,0,0,0,0,0,0,1.812913357,0,3.408333676,N
2.017033339,0,3.13008747,0,0,0,0,0,0,0,0,0,N
1.322219295,0.477121255,3.158053455,1.886490725,0,3.139879086,0.77815125,0,3.139879086,0,0,0,N
2.230448921,0.301029996,3.118442115,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.477121255,0,3.050815115,N
1.431363764,0.301029996,3.916081698,1.361727836,0,3.407626509,0,0,0,0,0,0,N
1.301029996,0,3.214291802,0,0,0,1.785329835,0,3.295577571,1.113943352,0,3.29666519,N
1.612783857,0,3.133538908,0,0,0,1.556302501,0.301029996,3.586366489,1.380211242,0,3.132866542,N
0,0,0,0,0,0,2.136720567,0,3.39707055,0,0,0,N
0,0,0,1.763427994,0,3.097725445,0,0,0,0,0,0,N
1.041392685,0,3.098997634,0,0,0,0,0,0,0,0,0,N
1.653212514,0.698970004,3.965260391,1.322219295,0.698970004,3.943381559,1.832508913,0.301029996,3.640490911,1.806179974,0.602059991,3.866051342,N
1.301029996,0.698970004,3.718475949,1.681241237,0.698970004,3.785786962,0,0,0,2.230448921,0,3.438330604,N
0,0,0,0,0,0,0,0,0,1.462397998,0,3.408333676,N
1.944482672,0,2.662948622,0,0,0,0.77815125,0,3.626694535,1.204119983,0,3.68136802,N
0,0,0,0,0,0,0,0,0,1.361727836,0.301029996,3.465477829,N
2.184691431,0,2.714808585,0,0,0,2.053078443,0,3.39707055,1.681241237,0,3.380338025,N
0,0,0,0,0,0,1.176091259,0,3.017196484,0,0,0,N
2.204119983,0,2.714808585,0,0,0,0,0,0,0,0,0,N
2.068185862,0,3.106300143,0,0,0,0,0,0,0,0,0,N
2.100370545,0,3.379124146,1.982271233,0,3.364271784,0,0,0,0,0,0,N
1.544068044,0.477121255,4.045709231,1.643452676,0,3.623207543,1.544068044,0.477121255,3.782922016,0.954242509,0.477121255,3.881793477,N
0,0,0,0,0,0,0,0,0,1.819543936,0.301029996,3.790464789,N
1.977723605,0,3.13008747,0,0,0,0,0,0,0,0,0,N
1.672097858,0,3.384758869,0,0,0,0,0,0,2.11058971,0,3.411049154,N
2.146128036,0,3.474596156,0,0,0,0,0,0,1.959041392,0,3.503709726,N
1.903089987,0,3.443817832,0,0,0,0,0,0,0,0,0,N
2.235528447,0.301029996,3.455452674,1.929418926,0.301029996,3.750534604,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.170261715,0.301029996,3.453113434,N
0,0,0,0,0,0,2.068185862,0,3.115372737,2.100370545,0,3.411049154,N
2.146128036,0,2.714808585,1.568201724,0,3.407626509,0,0,0,0,0,0,N
0,0,0,1.568201724,0,3.679763559,0.77815125,0.301029996,3.834454005,0.301029996,0,3.408333676,N
0,0,0,1.963787827,0,3.755293519,2.012837225,0.301029996,4.007163375,0,0,0,N
1.84509804,0.602059991,4.014582971,0.301029996,0.602059991,3.814525908,2.033423755,0.301029996,3.599711248,0,0,0,N
1.041392685,0.301029996,3.603927334,0,0,0,0,0,0,0,0,0,N
2.033423755,0,3.089745848,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.250420002,0,3.39624166,N
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0,N
2.004321374,0,3.163475845,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.170261715,0,3.198522983,N
0,0,0,0,0,0,0,0,0,2.167317335,0,3.200960356,N
1.278753601,0,3.284248655,0,0,0,0,0,0,0,0,0,N
1.959041392,0,2.974058898,0,0,0,0,0,0,2.193124598,0,3.110019159,N
2.201397124,0,2.987384586,0,0,0,1.079181246,0,3.017196484,0,0,0,N
1.505149978,0,3.576118889,0,0,0,2.187520721,0,3.573656945,1.579783597,0,3.541818285,N
1.531478917,0.301029996,3.394911779,1.799340549,0.477121255,3.663058042,0,0,0,1.361727836,0.698970004,3.98936012,N
1.986771734,0.602059991,3.851221113,1.763427994,0.477121255,4.243583011,0.77815125,0.301029996,4.135484,1.986771734,0.301029996,3.912356826,N
1.51851394,0,3.409187392,0,0,0,0,0,0,0,0,0,N
1.51851394,0.477121255,3.736710772,0,0,0,2.049218023,0.301029996,3.412340527,2.127104798,0,3.71207915,N
1.919078092,0,3.576118889,0,0,0,0,0,0,0,0,0,N
1.832508913,0.77815125,4.195768642,0,0,0,0,0,0,1.204119983,0.301029996,4.087271611,N
1.86923172,0.602059991,3.856187579,0,0,0,0,0,0,0,0,0,N
1.544068044,0,3.258996253,0,0,0,1.913813852,0,3.229092829,1.176091259,0,3.216983856,N
2.187520721,0,3.169302314,0,0,0,0,0,0,0,0,0,N
2.187520721,0,3.156222197,0,0,0,0,0,0,0,0,0,N
2.068185862,0,2.714808585,0,0,0,0,0,0,1.86332286,0,3.139879086,N
0,0,0,1.851258349,0.301029996,3.425689956,0,0,0,0,0,0,N
0,0,0,0,0,0,2.214843848,0,3.315926935,0,0,0,N
1.740362689,0.698970004,3.598950717,1.672097858,0.301029996,3.647432525,0,0,0,0,0,0,N
1.986771734,0,3.163475845,2.1430148,0,3.001568332,0,0,0,1.838849091,0,3.372531098,N
0,0,0,1.146128036,0,2.833780746,1.62324929,0.301029996,3.587454687,0,0,0,N
0,0,0,0,0,0,0,0,0,1.838849091,0.301029996,3.570681974,N
0,0,0,0,0,0,0,0,0,2.130333768,0,3.200074488,N
2.195899652,0,3.169302314,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.053078443,0,3.39707055,0,0,0,N
1.832508913,0,3.723687452,1.69019608,0.602059991,3.792039671,0,0,0,0,0,0,N
0,0,0,1.954242509,0.301029996,3.860954974,0,0,0,0,0,0,N
1.278753601,0,3.098997634,0,0,0,0,0,0,1.924279286,0,3.064697031,N
0,0,0,0,0,0,0,0,0,2.250420002,0,3.39624166,N
0,0,0,0,0,0,0,0,0,1.301029996,0,3.408333676,N
0,0,0,0,0,0,2.214843848,0,3.315926935,0,0,0,N
0,0,0,1.301029996,0.301029996,3.417693817,0,0,0,0,0,0,N
0,0,0,0,0,0,1.51851394,0.301029996,3.480096213,0,0,0,N
1.826074803,0,3.355710667,0,0,0,0,0,0,0,0,0,N
0,0,0,1.643452676,0.301029996,3.814116722,0.84509804,0.84509804,4.066880336,0,0,0,N
0,0,0,0,0,0,2.238046103,0,3.118691333,0,0,0,N
2.230448921,0,3.201377993,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.212187604,0,3.39624166,N
1.255272505,0.301029996,2.990682227,1.806179974,0,3.139879086,2.164352856,0,3.138173761,0,0,0,N
1.544068044,0,3.638647608,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0,N
0,0,0,0,0,0,2.033423755,0,3.494802604,0,0,0,N
1.716003344,0,3.108157396,1.278753601,0.301029996,3.557673106,0,0,0,0,0,0,N
0,0,0,0,0,0,1.681241237,0.301029996,3.731811367,0,0,0,N
1.579783597,0,3.108157396,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.071882007,0,3.115372737,0,0,0,N
0,0,0,0,0,0,2.201397124,0,3.139835676,1.579783597,0,3.610660163,N
0,0,0,1.531478917,0.301029996,3.911403448,2.041392685,0,3.700080264,0,0,0,N
0,0,0,0,0,0,0,0,0,1.799340549,0.301029996,3.592398835,N
0,0,0,0,0,0,0,0,3.295577571,0,0,0,N
0,0,0,0,0,0,1.612783857,0,3.414484116,1.556302501,0,3.408333676,N
0,0,0,0,0,0,1.826074803,0,3.741403917,1.892094603,0.301029996,4.038554501,N
1.716003344,0,3.510764622,1.897627091,0,3.732982197,0,0,0,0,0,0,N
0,0,0,1.079181246,0.477121255,3.522046244,1.806179974,0.477121255,3.580203298,0,0,0,N
0,0,0,0,0,0,2.049218023,0.301029996,3.439203756,1.740362689,0,3.680335513,N
0,0,0,1.707570176,0,3.021147551,0,0,0,0,0,0,N
0,0,0,1.698970004,0,3.395970697,0,0,0,0,0,0,N
1.113943352,0,3.098997634,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.033423755,0,2.931339283,0,0,0,N
2.071882007,0,3.089745848,2.152288344,0,3.305544385,0,0,0,0,0,0,N
1.72427587,0.477121255,3.632749181,1.568201724,0,3.407626509,1.681241237,0.301029996,3.440057256,1.995635195,0.301029996,3.734421719,N
0,0,0,2.093421685,0,3.344473291,2.139879086,0,3.595812588,0,0,0,N
2.100370545,0,3.379124146,0,0,0,0,0,0,0,0,0,N
0,0,0,1.919078092,0.602059991,3.87568003,0,0,0,0,0,0,N
1.146128036,0.477121255,3.822584519,1.69019608,0.77815125,4.328966295,0.602059991,0,3.434456691,0,0,0,N
0,0,0,0,0,0,0,0,0,1.886490725,0.301029996,3.785505508,N
0,0,0,0,0,0,1.995635195,0.602059991,3.694895657,1.851258349,0.301029996,3.788051478,N
1.544068044,0.698970004,4.033169355,1.892094603,0.77815125,4.362175855,1.591064607,0.602059991,4.158122543,1.146128036,0.698970004,4.321883359,y
1.591064607,0.477121255,3.802449638,0,0,0,1.832508913,0.477121255,3.838205259,0,0,0,y
2.037426498,0,3.431117466,1.763427994,0,3.407626509,1.62324929,0,3.414484116,0.77815125,0,3.130799164,y
0,0,0,0,0,0,1.785329835,0.301029996,3.548013622,0,0,0,y
2.152288344,0,3.17356616,0,0,0,2.222716471,0,3.115372737,2.004321374,0,3.411049154,y
0,0,0,0,0,0,1.851258349,0,3.494317738,2.08278537,0,3.400304733,y
2.06069784,0.301029996,3.921502644,0,0,3.431952202,1.62324929,0.301029996,3.881592947,2.260071388,0,3.137300608,y
0.602059991,0.477121255,3.40971398,1.633468456,0,3.395970697,1.954242509,0,3.396469907,1.716003344,0,3.39707055,y
1.380211242,0.301029996,3.243722927,1.278753601,0,3.395970697,2.064457989,0,3.6787818,1.903089987,0,3.39707055,y
1.973127854,0.477121255,3.71952825,0,0,0,0,0,0,1.176091259,0.77815125,4.285834528,y
0,0,0,0,0,0,0,0,0,1.69019608,0,3.380338025,y
0,0,0,0,0,0,0,0,0,1.230448921,0,3.064697031,y
2.250420002,0,3.713261354,0,0.477121255,4.293676077,1.079181246,0.477121255,3.800365898,0.954242509,0.301029996,3.493861639,y
0,0,0,0,0,0,2.025305865,0,3.394222979,0,0,0,y
0,0,0,0,0,0,1.113943352,0,3.193287743,0,0,0,y
1.653212514,0.301029996,3.462559781,1.612783857,0.602059991,3.889483987,0,0,0,2.167317335,0,3.39624166,y
0,0,0,0,0,0,0.602059991,0,3.511394128,0,0,0,y
0,0,0,0,0,0,1.681241237,0.477121255,3.914442636,1.69019608,0.903089987,4.640358353,y
0,0,0,1.556302501,0,3.29666519,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,2.23299611,0,3.372919897,y
0,0,0,1.875061263,0,3.407626509,0,0,0,2.155336037,0,3.305918004,y
1.079181246,0.477121255,3.95698226,1.531478917,0,3.407626509,1.612783857,0.602059991,4.269717222,0,0,0,y
1.69019608,0,3.409187392,2.029383778,0,3.645503287,1.62324929,0.77815125,4.14681513,1.707570176,0.477121255,4.140508199,y
0,0,0,0,0,0,1.73239376,0.477121255,3.895115827,0,0,0,y
1.986771734,0.301029996,3.478703729,1.643452676,0.602059991,3.983259875,0,0,0,1.204119983,0.301029996,3.998007184,y
1.672097858,0,3.409187392,0,0,0,2.217483944,0.301029996,3.588552239,1.812913357,0.301029996,3.526094507,y
1.612783857,0,3.723687452,0,0,0,0.77815125,0.301029996,3.834454005,0,0,0,y
0,0,0,1.897627091,0.477121255,3.55082111,1.785329835,0,3.295577571,1.653212514,0,3.29666519,y
2.100370545,0,3.379124146,1.361727836,0,3.679763559,0,0,0,0,0,0,y
0,0,0,0,0,0,1.832508913,0.602059991,4.395854274,0,0,0,y
1.959041392,0,3.355710667,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0.77815125,0,3.626694535,0,0,0,y
1.86332286,0,3.089353066,0,0,0,1.785329835,0.301029996,3.667368443,2.222716471,0.301029996,3.29858685,y
2.06069784,0.301029996,3.6405971,1.892094603,0,3.732982197,1.69019608,0,3.862294524,0.77815125,0.477121255,4.002094513,y
1.322219295,0.477121255,3.175321872,1.892094603,0,3.395970697,0,0,0,0,0,0,y
0,0,0,2.167317335,0,3.139879086,0,0,0,0,0,0,y
1.662757832,0.698970004,4.063771235,0,0,0,1.633468456,0.477121255,4.082312467,0,0,0,y
0,0,0,0,0,0,2.201397124,0,3.118691333,1.995635195,0,3.129826745,y
0,0,0,0,0,0,1.954242509,0,3.626694535,1.748188027,0,3.680335513,y
0,0,0,0,0,0,1.505149978,0.477121255,3.729213907,0,0,0,y
0,0,0,0,0,0,0,0,0,1.447158031,0,3.831836547,y
1.944482672,0,2.662948622,0,0,0,0.84509804,0,3.396469907,0,0,0,y
1.897627091,0.477121255,3.674718943,1.959041392,0,3.383745137,1.62324929,0,3.414484116,0,0,0,y
2.123851641,0,3.13008747,1.681241237,0,3.407626509,1.954242509,0,3.494317738,0.954242509,1.113943352,4.172496917,y
2.008600172,0.698970004,4.065062947,0,0,0,0,0,0,1.477121255,0.477121255,4.079782788,y
0,0,0,0,0,0,0,0,0,1.806179974,0.301029996,3.275244787,y
2.187520721,0,3.169302314,0,0,0,2.187520721,0,3.153012526,1.698970004,0,3.132866542,y
0,0,0,0,0,0,0,0,0,2,0.477121255,4.058762116,y
0.698970004,0.84509804,3.812776932,0.77815125,0.903089987,3.976184971,1.342422681,0.903089987,3.841673136,0,0.698970004,3.671889031,y
0,0,0,0,0,0,2.037426498,0,3.416402733,2.017033339,0.301029996,3.866778675,y
0,0,0,1.361727836,0.477121255,3.435969914,2.033423755,0.477121255,3.77815871,1.698970004,0.477121255,4.019044333,y
0,0,0,0,0,0,1.176091259,0,3.229092829,0,0,0,y
0,0,0,0,0,0,2.025305865,0,3.494802604,0,0,0,y
0,0,0,1.792391689,0,3.193124598,2.068185862,0,3.6787818,1.986771734,0,3.738438536,y
0,0,0,0,0,0,1.591064607,0,3.414484116,0,0,0,y
2.195899652,0,3.470332309,0,0,0,0,0,0,2.243038049,0.301029996,3.698166673,y
1.255272505,0.301029996,3.455484726,1.079181246,0,3.679763559,0,0,0,0,0,0,y
1.792391689,0.477121255,4.100333751,0,0.477121255,3.835731747,1.785329835,0.477121255,3.767345243,0.903089987,0.698970004,4.083458387,y
1.740362689,0,2.662948622,1.643452676,0,3.679763559,1.875061263,0,3.741403917,2.075546961,0,3.738438536,y
2.204119983,0,3.695294464,0,0,0,0,0,0,0,0,0,y
0,0,0,2.220108088,0.301029996,3.451543032,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,0.301029996,0.301029996,4.126836495,y
0,0,0,0,0,0,2.136720567,0,3.6787818,1.755874856,0,3.680335513,y
2.235528447,0,3.044363577,1.995635195,0,3.050596269,1.954242509,0,3.100703083,2.004321374,0.602059991,3.782873992,y
0,0,0,1.832508913,0.301029996,3.529567004,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.633468456,0,3.408333676,y
0,0,0,0,0,0,1.73239376,0,3.696179214,0,0,0,y
0,0,0,0,0,0,1.785329835,0,3.596607567,1.892094603,0,3.773786445,y
0,0,0,1.278753601,0,3.654636843,1.662757832,0.301029996,3.647079626,0,0,0,y
0,0,0,1.799340549,0.602059991,3.846845153,1.255272505,0.301029996,3.519493709,1.995635195,0,3.43085674,y
1.973127854,0.477121255,3.672595743,0,0,0,0,0,0,1.447158031,0,3.408333676,y
2.017033339,0,3.431117466,0,0,0,0,0,0,0,0,0,y
1.826074803,0,3.355710667,1.146128036,0.301029996,4.18614154,0,0.602059991,4.40644542,1.447158031,0.698970004,4.314551292,y
0,0,0,0.954242509,0,3.133538908,0,0,0,0,0,0,y
1.681241237,0.477121255,3.886390246,0,0,0,1.278753601,0.301029996,3.709655704,1.568201724,0,3.490800952,y
1.62324929,0.602059991,3.901180772,1.880813592,0,3.407626509,0,0,0,1,0.301029996,3.613688835,y
2.11058971,0,3.457252193,0,0,0,2.033423755,0,3.695252975,2.206825876,0.301029996,3.703883728,y
1.908485019,0.301029996,3.267048676,0.954242509,0.698970004,3.878687794,0.77815125,0.477121255,3.944453348,0,0,0,y
0,0,0,0,0,0,1.612783857,0,3.414484116,0,0,0,y
0,0,0,0,0,0,0,0,0,1.986771734,0.301029996,3.697271656,y
1.230448921,0.698970004,3.91716143,0,0.301029996,3.426993929,0,0,0,0,0,0,y
0,0,0,0,0,0,1.986771734,0,3.115372737,2.103803721,0,3.305918004,y
1.544068044,0.477121255,4.184750338,0,0,0,2.053078443,0,3.630133781,0,0,0,y
2.201397124,0,3.076439257,0,0,0,0,0,0,0,0,0,y
1.69019608,0,3.480649404,0,0,0,0,0,0,0,0,0,y
2.217483944,0,3.473735257,0,0,0,0,0,0,1.431363764,0,3.68136802,y
1.301029996,0.301029996,3.508912891,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.812913357,0.301029996,3.857700567,y
0,0,0,0,0,0,0,0,0,1.838849091,0,3.408333676,y
0,0,0,2.053078443,0,3.351626265,0,0,0,2.06069784,0,3.398029853,y
0,0,0,0,0,0,1.51851394,0,3.414484116,0,0,0,y
0,0,0,0,0,0,0,0,0,2.017033339,0,3.137300608,y
0,0,0,1.633468456,0,3.980793555,2.222716471,0,3.699679276,0,0,0,y
1.301029996,0.301029996,2.963978618,1.924279286,0,3.139879086,1.447158031,0.301029996,3.440057256,1.939519253,0.301029996,3.440909082,y
0,0,0,0,0,0,0,0,0,1.146128036,0,3.408333676,y
2.155336037,0,3.17356616,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,2.26245109,0,3.39624166,y
2.204119983,0,2.714808585,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,2.071882007,0.477121255,3.489136742,2.214843848,0.301029996,3.470019712,y
0,0,0,0,0,0,0,0,0,1.799340549,0.477121255,3.801032164,y
1.880813592,0.477121255,3.747309404,0,0,0,1.113943352,0,3.017196484,0.77815125,0.301029996,3.65501788,y
0,0,0,0,0,0,2.235528447,0,3.153012526,0,0,0,y
1.579783597,0.477121255,3.746638846,1.477121255,0,3.679763559,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,0,0.301029996,3.773786445,y
0,0,0,1.799340549,0.477121255,3.552909822,1.785329835,0,3.596607567,1.176091259,0,3.1264121,y
0,0,0,0,0,0,1.62324929,0,3.715514111,0,0,0,y
1.959041392,0,3.656740663,0,0,0,0.77815125,0.301029996,3.965748269,0.477121255,0.301029996,4.158489275,y
0.698970004,0.77815125,4.212690096,0,0,0,1.832508913,0.301029996,3.848284696,0.301029996,0,3.788051478,y
0,0,0,0,0,0,0,0,0,1.939519253,0.301029996,3.570681974,y
0,0,0,0.301029996,0.301029996,3.82989221,1.740362689,0,3.494317738,1.113943352,0.602059991,4.014456116,y
1.792391689,0.301029996,3.691275284,2.029383778,0,3.645503287,1.908485019,0,3.715514111,2.10720997,0,3.828796749,y
1.491361694,0.301029996,3.392266067,0,0,3.243863772,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.86332286,0,3.680335513,y
0,0,0,0,0,0,1.278753601,0.301029996,3.773064374,1.556302501,0,3.660697912,y
1.653212514,0,3.480649404,0,0,0,1.986771734,0,3.6787818,0,0,0,y
2.004321374,0,3.163475845,0,0,0,1.431363764,0.477121255,3.590112888,0,0,0,y
0,0,0,0,0,0,1.832508913,0.301029996,3.97449448,0,0,0,y
1.73239376,0.301029996,3.267048676,0,0,0,1.799340549,0,3.862294524,0,0,0,y
1.944482672,0.301029996,3.297680477,1.113943352,0.477121255,3.752708092,1.255272505,0.301029996,3.587035592,2.08278537,0.477121255,3.645014232,y
1.681241237,0.301029996,4.043217184,1.643452676,0.477121255,3.991899709,1.414973348,0.602059991,4.223043403,1.544068044,0.477121255,4.140706786,y
1.86332286,0.602059991,3.469784451,0,0,0,0,0,0,2.1430148,0,3.39707055,y
0,0,0,0,0,0,0,0,0,1.991226076,0.477121255,3.725912729,y
0,0,0,0,0,0,0,0,0,2.225309282,0,3.202461735,y
1.826074803,0.301029996,3.445125214,1.278753601,0.301029996,3.697550967,1.954242509,0,3.396469907,1.531478917,0.301029996,3.689814862,y
0,0,0,0,0,0,2.033423755,0,3.494802604,1.643452676,0,3.518013851,y
0,0,0,1.963787827,0,3.755293519,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,2.10720997,0,3.673894789,y
0,0,0,0,0,3.243863772,0,0,0,0,0,0,y
1.748188027,0.477121255,4.378563564,0,0,0,0,0,0,0.903089987,0.698970004,4.162413927,y
0,0,0,2.012837225,0,3.504497374,0.602059991,0.477121255,3.867339341,0,0,0,y
0,0,0,0,0,0,0,0,0,0.84509804,0.301029996,3.553142693,y
1.903089987,0.602059991,4.095285382,0.77815125,0.301029996,3.89495713,1.612783857,0.301029996,3.758482504,1.544068044,0.301029996,3.536628183,y
1.716003344,0,2.662948622,0,0,0,2.064457989,0,3.39707055,0,0,0,y
0,0,0,0.903089987,0,3.133538908,0,0,0,0,0,0,y
1.982271233,0.301029996,3.193943321,1.792391689,0,3.431952202,0,0,0,1.986771734,0.301029996,3.539875606,y
0,0,0,1.477121255,0.301029996,3.734493683,0,0,0,0.954242509,0.477121255,4.02957599,y
1.799340549,0,3.510764622,1.672097858,0.301029996,3.615348207,2.033423755,0.301029996,3.64126172,2.225309282,0.477121255,3.69837681,y
0,0,0,1.278753601,0,3.454620283,0,0,0,1.897627091,0.602059991,3.890096216,y
0,0,0,0,0,0,1.176091259,0,3.017196484,1.322219295,0.301029996,3.551390485,y
1.903089987,0,3.409187392,0,0,0,0,0,0,1.204119983,0.477121255,3.969907358,y
1.86332286,0.301029996,3.265008614,1.361727836,0.477121255,3.847189757,1.977723605,0,4.187795915,0,0,3.365727026,y
0,0,0,1.361727836,0,3.676469033,2.071882007,0,3.44667545,1.838849091,0.301029996,3.786241616,y
0,0,0,0,0,0,1.612783857,0,3.927724531,0,0,0,y
0,0,0,0,0,0,2.201397124,0.477121255,4.419304216,2.127104798,0,3.39624166,y
2.146128036,0.301029996,3.172705261,1.806179974,0,3.383745137,0,0,0,1.763427994,0.301029996,3.788051478,y
1.491361694,0.698970004,3.7376001,1.568201724,0,3.395970697,0.77815125,0,3.626694535,0,0,0,y
1.505149978,0.301029996,3.735162517,1.944482672,0,3.944482672,1.556302501,0.301029996,4.407929193,0,0,0,y
1.84509804,0,3.723687452,0,0,0,0.698970004,0.77815125,4.345936171,0,0,0,y
1.954242509,0.477121255,3.967861673,0.301029996,0,3.407626509,2.033423755,0,2.931339283,0,0,0,y
1.544068044,0,2.974058898,0,0,0,2.017033339,0,3.272626949,0,0,0,y
1.792391689,0,3.441099873,0,0,0,0,0,0,2.127104798,0,3.200960356,y
2.113943352,0.301029996,4.549164249,1.968482949,0,4.481635644,1.672097858,0.602059991,4.791127015,1.380211242,0.602059991,4.87405371,y
1.908485019,0.301029996,3.597131618,1.361727836,0.301029996,3.591978653,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.963787827,0,3.74831481,y
1.954242509,0.301029996,3.132731794,0,0,0,0,0,0,0,0,0,y
1.491361694,0.77815125,4.064143298,0,0,0,2.245512668,0.301029996,3.48296647,0.301029996,0.301029996,3.793992466,y
1.919078092,0.301029996,3.480839206,1.633468456,0.477121255,3.810615261,0,0,0,1.113943352,0.301029996,3.69559139,y
1.84509804,0,3.275088893,0,0,0,0,0,0,0,0,0,y
0,0,0,1.959041392,0,3.610660163,0,0,0,1.84509804,0,3.541818285,y
2.198657087,0,2.987384586,0,0,0,2.033423755,0,2.931339283,2.127104798,0.301029996,3.305892253,y
0,0,0,1.924279286,0,3.130922206,1.176091259,0,3.017196484,0,0,0,y
0,0,0,1.643452676,0,3.560640162,2.184691431,0,3.419721329,0,0,0,y
0,0,0,1.544068044,0.301029996,3.575982088,0,0,0,0,0,0,y
0,0,0,0,0,0,1.176091259,0.477121255,3.730844611,1.361727836,0,3.518013851,y
1.959041392,0,3.355710667,0,0,0,0,0,0,1.857332496,0.301029996,3.862429556,y
1.716003344,0.602059991,3.918265246,0,0,0,0,0,0,0,0,0,y
